Income,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,UPI_Remitter_Bank,Bank_CAELS_Score,Bank_Risk_Tier
48642.32776,59,4,Student,Tier_2,9728.465551,0.0,1487.894074,6886.252861,3287.970966,2020.396834,1570.73852,3256.057839,2330.399366,3230.012367,554.8716653,Central Bank of India,1.0,Low Risk
189446.826,19,4,Professional,Tier_2,37889.36519,11075.14972,3790.588042,22106.8503,10674.36302,5937.765304,6514.022929,12328.7215,8509.601675,15879.45238,2472.641758,Indian Bank,0.698,Medium Risk
9185.645586,52,3,Retired,Tier_2,1837.129117,0.0,440.3380921,1212.190621,467.2603479,222.8324899,428.9433667,571.2501884,368.5646443,834.332041,256.9939122,Bank of India,0.815,Low Risk
82153.0502,43,4,Retired,Tier_3,12322.95753,0.0,2129.507592,10611.90618,6384.231672,2977.958325,3446.25102,4335.541705,2998.58806,4169.978556,1456.7877,Bank of Maharashtra,0.812,Low Risk
75064.6752,40,1,Professional,Tier_1,22519.40256,0.0,3376.957335,10467.06332,5431.876861,1550.326202,2733.516754,4424.16369,3009.595081,5511.606408,2032.013795,Central Bank of India,1.0,Low Risk
13770.02752,22,1,Professional,Tier_1,4131.008256,820.2266991,378.97617,1823.207641,737.4858466,419.0159782,484.1967838,1085.96056,516.3534772,1304.329213,289.5090607,Indian Bank,0.698,Medium Risk
67148.32986,33,4,Retired,Tier_1,20144.49896,0.0,1991.256235,8011.125401,4599.770193,3186.11018,1446.546239,4801.347865,2752.35513,3782.966176,953.5670939,HDFC Bank Ltd.,0.013,High Risk
39256.3554,59,4,Student,Tier_2,7851.27108,0.0,1028.251033,5583.057377,2187.945651,1728.883556,934.5562015,1700.17082,1741.198103,2305.091096,836.6153323,Union Bank of India,0.8,Low Risk
25008.51517,28,3,Retired,Tier_1,7502.554551,1903.447983,1082.191721,3304.805273,1280.644119,785.1467889,555.4923515,1053.728435,1181.497617,1806.900744,744.3651422,Indian Bank,0.698,Medium Risk
15518.75034,36,0,Professional,Tier_1,4655.625102,2046.381693,513.0997708,1901.524985,855.7661381,610.5203735,763.2583987,670.2291446,662.7372062,0.0,324.9251457,Indian Bank,0.698,Medium Risk
16876.2924,33,4,Retired,Tier_2,3375.25848,0.0,824.5192965,1996.889435,1210.458479,531.6617044,790.8337474,1229.826946,825.3021408,1087.226301,375.8401064,Bank of Baroda,0.575,Medium Risk
154631.8388,49,0,Self_Employed,Tier_2,30926.36777,0.0,6848.935633,20153.60878,10020.36969,6104.732777,5457.070753,6294.704696,6745.413651,0.0,4579.20496,IDBI Bank Ltd.,0.833,Low Risk
30016.39213,29,2,Professional,Tier_2,6003.278426,2638.521859,1110.430026,3030.816982,1762.585596,1409.872084,702.389786,1318.129374,1279.88161,1765.985586,382.8092331,Indian Overseas Bank,0.904,Low Risk
56086.85004,19,0,Retired,Tier_2,11217.37001,11110.44819,2439.391527,7713.240694,4063.319889,2215.717192,2798.494917,3454.660706,1750.919541,0.0,1490.536673,IDBI Bank Ltd.,0.833,Low Risk
15934.36147,60,4,Self_Employed,Tier_3,2390.154221,1741.290348,721.3694854,2179.120184,1024.369734,512.5855235,439.0005809,788.5172278,558.1427143,1571.483411,330.659171,Federal Bank Ltd.,0.276,High Risk
16075.79982,39,1,Professional,Tier_3,2411.369974,0.0,763.8123537,1985.107092,979.1989002,341.5638503,646.115536,1149.79191,652.7680319,1502.882194,188.7811045,Central Bank of India,1.0,Low Risk
71292.07913,43,1,Self_Employed,Tier_1,21387.62374,8592.176518,1596.870994,8505.863152,3730.131571,1954.495699,1763.924477,5095.355433,2647.122779,6300.249389,877.7613412,Kotak Mahindra Bank,0.0,High Risk
10191.32035,50,4,Student,Tier_2,2038.264071,0.0,448.7757039,1428.125974,545.722591,312.3293233,462.5664888,579.7397219,478.174111,676.4674373,204.1848308,Union Bank of India,0.8,Low Risk
21520.93898,41,3,Professional,Tier_2,4304.187796,0.0,549.1558081,2320.781805,1250.728663,880.0262986,708.0820005,1134.412135,735.3531327,1338.490995,324.2773245,Bank of India,0.815,Low Risk
30827.87492,22,4,Self_Employed,Tier_1,9248.362476,1843.648952,1463.840405,4223.897968,1791.619338,880.9176974,1427.051019,2009.562808,1025.767697,1554.886295,862.4271459,Axis Bank Ltd.,0.131,High Risk
32795.63618,38,4,Student,Tier_1,9838.690853,5110.480289,840.7578769,3323.636351,1847.870019,1493.867687,1170.170474,2028.442124,1280.17158,2808.605641,725.4028702,Bank of Baroda,0.575,Medium Risk
25995.482,63,3,Self_Employed,Tier_2,5199.0964,4374.722428,654.1240025,3779.918121,1379.385854,1197.684857,704.4618049,1244.929689,1010.980737,1774.58436,400.4666588,Indian Bank,0.698,Medium Risk
41175.903,35,3,Professional,Tier_2,8235.180599,0.0,1433.615951,6078.147298,2821.211444,1503.41044,1031.688964,2764.165681,2046.169976,2400.411755,769.2996717,IDBI Bank Ltd.,0.833,Low Risk
52220.85762,56,2,Professional,Tier_2,10444.17152,0.0,2387.427765,7108.247232,3380.500772,2266.488638,1204.699055,3090.009552,2191.561598,5097.945651,989.9848949,Axis Bank Ltd.,0.131,High Risk
53995.86222,22,2,Professional,Tier_2,10799.17244,5406.845037,1221.957336,7418.36903,3728.330909,2035.423805,1437.063856,2668.617799,1886.737579,5225.249988,550.8127515,HDFC Bank Ltd.,0.013,High Risk
13633.83178,25,2,Student,Tier_3,2045.074767,0.0,297.1763732,1613.011635,875.7618344,515.9214014,573.8780773,655.3243791,605.530512,1222.047098,171.3298637,ICICI Bank Ltd.,0.117,High Risk
23899.87678,38,3,Retired,Tier_2,4779.975356,0.0,1026.4829,3439.261279,1627.989405,885.6903773,536.2429106,1906.587481,1027.037569,1700.586545,295.7199694,ICICI Bank Ltd.,0.117,High Risk
78023.31335,64,0,Professional,Tier_3,11703.497,12397.09803,3525.701982,8987.609943,5916.35153,3016.80599,2019.739092,5271.329571,2882.720644,0.0,1972.288845,IndusInd Bank Ltd.,0.144,High Risk
61369.63272,22,4,Student,Tier_1,18410.88982,0.0,2068.603298,7877.645633,3164.501829,2024.286869,1509.652246,3476.773412,1921.646984,5475.992014,1729.292365,Yes Bank Ltd.,0.155,High Risk
10003.2478,30,2,Student,Tier_2,2000.64956,0.0,394.3240975,1370.359237,667.907189,384.7290972,290.5553171,637.039751,489.6545889,647.9842111,162.0882416,Indian Bank,0.698,Medium Risk
39740.91661,36,0,Professional,Tier_2,7948.183321,3344.406252,948.9777874,5135.955725,2338.229154,1171.142209,1469.349679,2791.228438,1429.329499,0.0,755.7489816,Bank of Baroda,0.575,Medium Risk
6163.329792,46,4,Professional,Tier_1,1848.998938,0.0,233.5612103,768.4176422,344.3296927,255.4257681,144.3621667,385.694041,295.6378889,483.6795429,174.3695446,Bank of Baroda,0.575,Medium Risk
31147.85253,19,0,Professional,Tier_2,6229.570507,5286.075948,633.0519863,3471.068295,1816.146274,1025.477066,984.3272296,1378.993851,1345.517634,0.0,322.2330999,Canara Bank,0.805,Low Risk
136921.9417,54,1,Professional,Tier_1,41076.58252,17982.57794,3978.5586,18183.12174,10411.82839,5158.775425,6067.745492,6241.523158,5749.984308,13074.40361,1931.0449,Union Bank of India,0.8,Low Risk
14053.66489,43,1,Retired,Tier_3,2108.049733,1540.051539,290.0986463,1937.535028,1065.49426,645.6658461,296.455689,688.6108112,467.8423958,783.2160985,237.1983228,ICICI Bank Ltd.,0.117,High Risk
15390.32315,46,4,Retired,Tier_2,3078.064631,2432.169919,433.1456442,1976.829636,823.9900696,333.031388,466.2416459,888.9371939,694.7369691,1252.768315,172.8806143,Yes Bank Ltd.,0.155,High Risk
55280.55432,22,0,Self_Employed,Tier_2,11056.11086,0.0,1143.290219,7789.80205,4244.855909,2716.215375,1234.987833,3680.757671,2214.212785,0.0,556.656861,Bank of Maharashtra,0.812,Low Risk
8731.66584,49,0,Retired,Tier_2,1746.333168,0.0,421.0424088,1134.788782,631.703289,409.548372,362.2390932,517.1455731,322.7362971,0.0,142.2910298,IDFC FIRST Bank,0.221,High Risk
18083.38133,55,3,Self_Employed,Tier_2,3616.676265,2571.109264,840.7120324,2484.770437,921.9365392,639.9314198,888.6278961,1069.806663,646.1338399,1602.703086,501.6781664,State Bank of India,0.521,Medium Risk
48344.3951,19,2,Self_Employed,Tier_2,9668.87902,6278.007426,1265.201622,7089.141765,3516.085086,1949.631502,1050.506962,2051.453381,1795.725334,2434.250312,1304.46477,Indian Overseas Bank,0.904,Low Risk
18061.24899,22,4,Student,Tier_3,2709.187349,0.0,858.1560703,2051.898439,911.2004539,632.8912139,661.6558082,828.5231431,809.9803615,1341.609246,406.6944025,Punjab National Bank,0.915,Low Risk
24839.1588,64,0,Retired,Tier_3,3725.873821,2028.186596,1164.359213,3040.513635,1580.989042,1083.480567,617.2623508,1302.602501,968.6392872,0.0,459.9056727,Bank of India,0.815,Low Risk
54409.8906,50,2,Retired,Tier_2,10881.97812,0.0,1444.809875,7909.605186,3145.83316,1326.770839,2598.094413,4029.051032,2580.9378,4086.625086,903.6469572,Kotak Mahindra Bank,0.0,High Risk
42032.12675,52,4,Retired,Tier_2,8406.42535,0.0,1689.06659,5224.1532,2787.153898,1242.582021,848.5687497,3331.689107,1754.133049,2985.697292,1229.50115,Canara Bank,0.805,Low Risk
37138.42317,36,0,Student,Tier_2,7427.684634,6589.020492,951.1451566,3727.038754,2773.266588,1516.285339,1163.001292,2857.532203,1393.18972,0.0,708.2168584,Bank of Baroda,0.575,Medium Risk
22871.68216,32,1,Self_Employed,Tier_1,6861.504647,0.0,925.2396004,2337.684482,1176.576542,979.044428,953.6836753,1084.841978,989.0917848,1145.991558,486.1583462,Punjab National Bank,0.915,Low Risk
40336.07678,52,0,Retired,Tier_3,6050.411517,0.0,883.7693571,4236.258201,2400.397298,1794.137598,1609.330427,2568.315855,1334.554349,0.0,1038.14102,Kotak Mahindra Bank,0.0,High Risk
27172.65774,25,1,Professional,Tier_3,4075.898661,0.0,1243.993109,3270.941124,1731.967338,812.0504642,898.0613142,1490.277597,905.3500099,2615.111687,812.8957704,Central Bank of India,1.0,Low Risk
43269.23479,64,1,Student,Tier_2,8653.846959,0.0,1936.312834,5152.526321,3188.950105,1538.189609,1533.664109,2644.918664,1678.727329,3796.166071,644.7790327,Punjab National Bank,0.915,Low Risk
20159.0186,18,3,Student,Tier_1,6047.705581,0.0,507.1198751,2639.367678,1249.95653,546.8833799,492.5753881,1266.841704,947.9284628,1731.47037,534.8209871,State Bank of India,0.521,Medium Risk
25923.30062,55,3,Student,Tier_1,7776.990186,0.0,860.6052421,2866.685837,1386.763184,972.4643459,642.2937972,1122.070716,1023.574995,1648.392882,413.2873534,Yes Bank Ltd.,0.155,High Risk
13588.59921,39,2,Student,Tier_1,4076.579762,0.0,375.4216582,1644.793985,699.1531591,569.0681555,590.0856163,695.1535662,427.4794303,860.370137,342.0930176,Axis Bank Ltd.,0.131,High Risk
29171.47341,34,4,Self_Employed,Tier_1,8751.442022,0.0,691.2945325,3923.996743,1994.970277,591.3667104,975.4196163,1807.725973,1311.54902,2783.629697,522.7056109,UCO Bank,0.96,Low Risk
15680.1674,33,2,Self_Employed,Tier_3,2352.02511,0.0,319.8707685,2344.143711,811.9078458,316.3022847,503.4460115,1208.551699,763.9318674,1107.291848,433.2454806,State Bank of India,0.521,Medium Risk
12304.4406,62,3,Retired,Tier_3,1845.66609,0.0,357.8125292,1522.426977,918.0563088,400.9270868,288.2430468,511.6523878,436.3633199,762.2505129,365.3267535,IDFC FIRST Bank,0.221,High Risk
36896.85437,18,2,Retired,Tier_1,11069.05631,0.0,1776.974695,3694.834437,2746.757959,1197.732217,1569.278718,2273.341281,1322.468676,2005.829616,746.1231404,Punjab National Bank,0.915,Low Risk
35565.96717,20,4,Student,Tier_2,7113.193435,0.0,1658.985691,4653.777998,2838.282194,1306.756161,1273.883947,2469.93023,1654.079781,3100.619323,513.7632633,Punjab National Bank,0.915,Low Risk
56120.2309,23,4,Professional,Tier_1,16836.06927,0.0,1853.735339,7071.430022,3614.94655,1791.77543,2172.629876,3144.753342,2142.088178,3801.95956,1001.750748,State Bank of India,0.521,Medium Risk
21248.72569,20,0,Self_Employed,Tier_1,6374.617707,0.0,608.9065845,2499.645883,1289.96175,863.3203772,618.5230772,857.4134934,977.2894984,0.0,325.1354276,ICICI Bank Ltd.,0.117,High Risk
41580.84727,64,2,Student,Tier_1,12474.25418,0.0,1215.400576,4853.6999,3275.100864,1221.483766,1060.119132,2123.453148,2037.103334,3395.410785,809.3761759,HDFC Bank Ltd.,0.013,High Risk
46610.94755,47,3,Self_Employed,Tier_2,9322.18951,0.0,1919.921246,6353.843271,3451.713297,1196.86951,1837.453208,1953.648666,1556.102006,2830.257912,1134.11702,State Bank of India,0.521,Medium Risk
42820.47722,64,0,Student,Tier_1,12846.14317,0.0,1198.090393,4972.159377,2444.907853,1852.282918,1552.326532,1798.635392,1643.204241,0.0,509.8409616,Kotak Mahindra Bank,0.0,High Risk
15497.43359,28,2,Professional,Tier_2,3099.486718,0.0,693.9377278,2303.992136,1158.918851,428.0073117,330.1502985,904.7956142,667.6288243,1197.084534,326.1957514,IndusInd Bank Ltd.,0.144,High Risk
33807.68581,44,4,Student,Tier_2,6761.537162,0.0,1040.231087,3542.562168,2561.193568,1335.928125,728.37621,2046.63406,1416.22393,3267.082446,371.645419,Bank of Baroda,0.575,Medium Risk
40145.47046,39,3,Student,Tier_1,12043.64114,0.0,884.1922665,4189.132176,3044.445957,879.0476242,1972.22819,1911.290395,1905.285254,3313.966351,1066.677404,State Bank of India,0.521,Medium Risk
30172.77885,23,2,Student,Tier_2,6034.555769,0.0,713.6180377,4409.092568,2261.730369,1316.577587,895.1436528,1326.914866,1031.599033,2907.86165,304.0173754,HDFC Bank Ltd.,0.013,High Risk
5652.032726,55,4,Professional,Tier_3,847.8049089,0.0,243.7486543,684.9946708,333.5894376,153.0015718,273.0720752,247.1498089,205.7148479,553.5536185,92.43884075,Yes Bank Ltd.,0.155,High Risk
34109.9483,58,4,Retired,Tier_1,10232.98449,3915.079061,1470.936876,4231.546787,2046.333735,1086.8969,1266.779605,1895.532056,1119.400448,2309.618747,623.2025865,Indian Overseas Bank,0.904,Low Risk
176129.9744,63,2,Retired,Tier_2,35225.99487,0.0,5621.166473,18468.09344,13501.80513,7071.533326,4499.489071,10844.41224,6945.459393,16182.59913,2752.516873,UCO Bank,0.96,Low Risk
22492.14117,48,2,Retired,Tier_2,4498.428233,0.0,1121.440276,2652.915788,1292.384091,527.6802595,743.9250739,1648.847721,897.408843,1719.076094,376.280263,Bank of India,0.815,Low Risk
16755.65316,60,3,Student,Tier_2,3351.130632,0.0,445.3498503,2148.440393,1050.01906,439.2599841,710.5938699,1339.722204,506.4029456,1641.751086,330.6065675,Indian Bank,0.698,Medium Risk
40442.29848,23,0,Retired,Tier_1,12132.68955,4724.80905,1046.957778,4225.73228,2122.042924,1283.977882,1960.183888,2170.953461,1475.929526,0.0,1100.453786,Bank of Maharashtra,0.812,Low Risk
38517.00954,37,4,Student,Tier_2,7703.401909,0.0,1379.46485,5198.402763,2776.487889,1122.613742,1887.386051,1651.612438,1175.032125,3495.377047,1147.623067,Yes Bank Ltd.,0.155,High Risk
77896.84987,64,0,Self_Employed,Tier_2,15579.36997,6246.050406,2855.597542,10313.75104,5213.733022,2313.806198,2188.073618,4973.174514,3011.8824,0.0,2221.014493,Federal Bank Ltd.,0.276,High Risk
10967.13263,58,0,Student,Tier_1,3290.139788,0.0,357.3011495,1414.805277,773.8318695,227.4438384,285.2603893,799.0266504,496.1139011,0.0,120.7832202,Indian Overseas Bank,0.904,Low Risk
53855.34111,28,4,Self_Employed,Tier_2,10771.06822,10216.68226,2008.115349,6393.50569,3204.721423,1945.539286,2044.145666,3273.408402,2501.805261,4049.248489,1568.196502,HDFC Bank Ltd.,0.013,High Risk
48112.16379,19,2,Student,Tier_2,9622.432759,0.0,2251.761649,5724.425472,3451.194603,1222.123777,1083.818301,3695.587432,1456.348581,3892.846565,854.4440706,Punjab National Bank,0.915,Low Risk
26775.30887,48,4,Professional,Tier_2,5355.061774,3566.138443,909.1164211,3842.246876,1786.71252,1323.086356,1086.68445,1125.898426,841.6366949,2427.41159,430.9234827,UCO Bank,0.96,Low Risk
39336.27952,55,0,Professional,Tier_1,11800.88386,0.0,1962.271989,4000.364616,3121.067522,948.0615757,1483.31243,2838.706048,1542.979226,0.0,446.8315168,Kotak Mahindra Bank,0.0,High Risk
68358.32579,43,3,Retired,Tier_2,13671.66516,8163.486901,3311.91767,9435.80645,3426.710897,3306.930778,1990.86133,2789.062076,3170.831563,4326.206192,1974.006006,Central Bank of India,1.0,Low Risk
60282.9726,44,4,Professional,Tier_1,18084.89178,0.0,2481.983262,6600.665807,4199.554041,2588.527263,1588.542531,3913.212818,2864.534594,3493.224567,962.7997431,Indian Overseas Bank,0.904,Low Risk
12022.5245,63,3,Student,Tier_2,2404.5049,2363.735436,494.5542459,1666.118909,685.1570806,350.4464981,600.0016577,615.0458223,377.4833208,1112.433964,199.9600053,ICICI Bank Ltd.,0.117,High Risk
57819.37523,63,2,Professional,Tier_2,11563.87505,0.0,2414.747997,7193.132853,3133.103614,2166.619311,1855.263482,3379.087928,2344.293076,5766.640238,888.5705596,Canara Bank,0.805,Low Risk
28486.96168,48,2,Professional,Tier_2,5697.392336,0.0,1305.918235,3362.703906,1907.252437,1038.159006,1112.778779,2189.367716,933.9257732,1533.28329,407.5340134,Kotak Mahindra Bank,0.0,High Risk
31800.96579,41,3,Student,Tier_2,6360.193158,3335.857815,1427.948689,3632.956688,1963.592495,643.7081142,1336.440106,1793.496286,1456.45481,2567.263867,839.315738,Bank of Maharashtra,0.812,Low Risk
31809.1815,30,3,Retired,Tier_3,4771.377225,0.0,1322.737491,3951.137094,2080.96085,1372.791274,1510.674904,1525.412449,1548.230031,2270.099243,806.0796099,UCO Bank,0.96,Low Risk
26602.44132,42,4,Retired,Tier_3,3990.366198,0.0,1183.221025,3603.268988,1534.646609,1221.545883,1101.518726,1327.558389,1057.848944,2162.51656,517.1184023,Bank of Baroda,0.575,Medium Risk
77832.83449,54,2,Retired,Tier_1,23349.85035,4261.729689,2561.011958,9935.814057,5694.490105,3744.450082,3622.139095,5148.645021,3861.270819,5521.513301,808.6090711,IDBI Bank Ltd.,0.833,Low Risk
28056.57518,58,3,Self_Employed,Tier_2,5611.315036,0.0,980.1707598,3702.799407,1940.443867,621.0515189,826.0230639,1941.439681,1341.921875,2342.636828,621.7309465,Federal Bank Ltd.,0.276,High Risk
12250.42315,42,1,Retired,Tier_2,2450.084629,1033.997015,573.8917114,1797.924496,826.7809671,470.7317692,270.6311143,616.6789891,409.2572329,639.3036714,281.5941882,Yes Bank Ltd.,0.155,High Risk
21897.52238,46,4,Student,Tier_3,3284.628356,0.0,498.1565192,2870.287542,1561.920816,1013.597713,736.3022417,1389.877762,784.7053067,1489.084437,324.0208694,UCO Bank,0.96,Low Risk
34610.36332,48,4,Retired,Tier_3,5191.554498,5605.981845,1497.805061,4477.242968,2518.194362,1173.856991,1541.075972,1724.263141,1283.652453,2010.745718,657.8358413,IDBI Bank Ltd.,0.833,Low Risk
80203.66476,60,1,Student,Tier_2,16040.73295,5888.789172,3219.697989,9527.431348,5348.681064,1868.345128,2927.403196,5392.354975,2896.440629,6140.371652,1178.275605,IDBI Bank Ltd.,0.833,Low Risk
48602.41056,56,2,Self_Employed,Tier_2,9720.482111,3566.326419,1188.679371,5648.269323,2628.214251,1263.385049,1864.064234,3074.659645,1970.619371,4383.417747,1055.677076,Yes Bank Ltd.,0.155,High Risk
15192.00281,19,3,Professional,Tier_1,4557.600844,0.0,493.99653,1921.108487,879.1287474,654.8490141,542.4231512,705.7922065,714.0930249,1502.28449,268.5376285,Canara Bank,0.805,Low Risk
219060.7996,29,3,Student,Tier_1,65718.23988,0.0,9166.851497,22052.90615,11630.69901,6362.766731,4563.938356,15061.73017,10403.45481,16109.92705,5803.170044,Bank of Baroda,0.575,Medium Risk
37077.77118,22,2,Self_Employed,Tier_2,7415.554236,4388.614153,1547.333539,4775.875253,2035.687643,1750.63719,1127.034053,1558.754381,1739.958175,2839.911227,541.6253627,Kotak Mahindra Bank,0.0,High Risk
83221.85321,44,1,Self_Employed,Tier_1,24966.55596,9813.545165,3389.668402,9709.449296,4356.189337,1769.681339,3258.067432,6354.993302,2919.11491,6098.686768,1896.521485,Bank of Baroda,0.575,Medium Risk
26571.14453,51,1,Professional,Tier_1,7971.343358,0.0,655.7154825,3687.520985,1750.055801,936.345928,803.2689372,1427.665921,1180.611768,1694.03447,776.8209495,Union Bank of India,0.8,Low Risk
45965.20869,31,1,Student,Tier_3,6894.781303,0.0,1991.522538,4911.734851,3274.951061,2118.199058,2278.878849,2194.631052,1387.59912,2434.974884,1240.160057,Punjab National Bank,0.915,Low Risk
58719.51855,24,4,Retired,Tier_3,8807.927783,6986.586528,1407.035895,7993.72185,3193.030393,2910.459715,1406.740571,3131.470432,2927.074449,4384.094066,782.6515544,Bank of Baroda,0.575,Medium Risk
79499.69229,54,3,Self_Employed,Tier_1,23849.90769,6590.831093,3929.451955,9724.03911,4084.984605,2189.434446,3334.924926,3580.532189,3226.100485,5887.834007,1841.191057,Union Bank of India,0.8,Low Risk
69901.84376,53,0,Retired,Tier_3,10485.27656,0.0,1723.156748,8461.416355,4449.889204,3217.600698,3246.491691,5333.278559,2529.084461,0.0,1813.230652,Federal Bank Ltd.,0.276,High Risk
60277.26383,27,4,Student,Tier_3,9041.589575,0.0,2278.097204,6164.460033,4768.241984,1414.809287,2384.082635,4152.941326,2845.743274,5307.749353,1040.696141,IDFC FIRST Bank,0.221,High Risk
23315.72433,46,4,Student,Tier_2,4663.144865,0.0,1008.644636,2732.214363,1585.927302,665.5504447,663.9038654,1247.386373,714.7351792,2021.951552,598.9998864,IDFC FIRST Bank,0.221,High Risk
18987.87368,33,3,Professional,Tier_2,3797.574736,0.0,383.9630496,2783.978823,1411.937983,805.5223521,414.8581285,1390.614668,576.9348997,1665.011975,465.3930229,Bank of Baroda,0.575,Medium Risk
39145.41845,55,2,Retired,Tier_3,5871.812767,0.0,1628.474937,3938.488409,2194.488971,1709.207996,1704.856163,1621.181892,1700.212007,2907.736435,540.9105216,HDFC Bank Ltd.,0.013,High Risk
63288.2596,38,3,Student,Tier_1,18986.47788,0.0,1691.218406,6782.614845,4924.630123,3010.854179,1562.133169,2590.243558,2177.122439,3766.505399,1206.719685,Indian Overseas Bank,0.904,Low Risk
25103.83996,55,2,Professional,Tier_3,3765.575995,0.0,638.2163754,3496.751909,1582.834573,623.9516685,1012.577488,1915.153835,1178.085246,1650.135404,490.5530988,Bank of Maharashtra,0.812,Low Risk
70339.60098,58,3,Self_Employed,Tier_1,21101.88029,0.0,1563.428064,8462.705949,4147.898103,3479.903772,2446.651596,5275.188181,2752.360291,4931.97412,739.6844098,Punjab National Bank,0.915,Low Risk
95898.54196,50,4,Retired,Tier_2,19179.70839,0.0,2468.067188,10297.0038,6300.447732,3592.773575,4420.19671,5244.482073,2926.347025,5435.116226,2125.84892,Indian Overseas Bank,0.904,Low Risk
14413.14513,46,1,Professional,Tier_2,2882.629026,0.0,551.9908739,1566.357918,1065.535097,348.5222059,482.1924417,1047.429744,617.7269558,991.8520255,235.6655362,Bank of India,0.815,Low Risk
15358.37332,34,4,Professional,Tier_2,3071.674664,0.0,767.5014822,1627.472278,1130.931616,557.8561676,476.7461339,669.9274827,694.0128262,1219.314511,155.6145946,Indian Bank,0.698,Medium Risk
26813.28127,30,4,Self_Employed,Tier_3,4021.99219,0.0,992.8327838,2740.245914,1648.814748,1240.174472,882.862235,1224.527986,812.0320193,2168.476586,443.6189687,IDFC FIRST Bank,0.221,High Risk
38370.44555,23,0,Professional,Tier_1,11511.13367,0.0,1463.5391,5739.743653,2120.959064,1121.475186,1028.794934,2007.028921,1562.386489,0.0,394.4350476,Kotak Mahindra Bank,0.0,High Risk
19718.23359,19,4,Professional,Tier_2,3943.646718,0.0,624.6779775,2452.529067,1073.10431,613.9008004,984.7519217,1445.858008,749.2245887,1552.834433,379.7947633,Central Bank of India,1.0,Low Risk
88496.19217,25,4,Self_Employed,Tier_3,13274.42883,0.0,1869.63297,10028.40511,5142.974984,2029.589229,3497.927041,6102.059766,3239.163136,5174.291492,2095.257838,HDFC Bank Ltd.,0.013,High Risk
42116.9752,49,4,Professional,Tier_3,6317.54628,0.0,1766.924066,5305.001518,3279.435835,1176.488121,889.6145659,3020.285242,1763.715899,3461.850359,1131.52335,Yes Bank Ltd.,0.155,High Risk
30961.82581,53,0,Retired,Tier_3,4644.273872,0.0,691.9376786,3668.660506,1746.011231,1159.427723,931.2862109,1624.907233,1447.513699,0.0,352.439613,Indian Overseas Bank,0.904,Low Risk
9511.197251,26,2,Student,Tier_2,1902.23945,0.0,395.3860154,1338.541972,654.2039152,388.5224852,287.1633571,420.6013788,422.5987353,879.7435053,253.0551988,Indian Bank,0.698,Medium Risk
10470.32147,40,0,Professional,Tier_2,2094.064294,788.1404967,471.4926412,1361.243988,605.1736324,417.6308149,302.5922919,728.968582,320.8345947,0.0,114.6760173,IDBI Bank Ltd.,0.833,Low Risk
37562.44627,24,1,Professional,Tier_2,7512.489254,0.0,1003.310245,5315.73189,2817.698718,971.8732504,1378.641726,1619.271353,1550.425758,3142.170778,668.6146632,Indian Bank,0.698,Medium Risk
5447.3044,48,2,Student,Tier_2,1089.46088,0.0,235.7209229,608.9226111,385.44478,126.4689012,174.2089006,339.4034178,176.6184718,339.6035418,101.8069827,Central Bank of India,1.0,Low Risk
67444.65323,38,0,Professional,Tier_1,20233.39597,0.0,3194.371706,8569.341782,5094.375409,3296.003821,3202.409906,4589.038505,3067.225272,0.0,1700.161538,Indian Overseas Bank,0.904,Low Risk
26434.61449,18,1,Self_Employed,Tier_1,7930.384346,4371.143406,970.8375791,2991.453873,1683.762317,672.5352696,751.7051225,1474.225349,1009.731494,2605.639367,600.5831149,Kotak Mahindra Bank,0.0,High Risk
401686.4292,63,1,Retired,Tier_1,120505.9288,56471.14408,13182.85892,45231.16181,27007.82923,16677.47495,17769.52031,25687.78482,16037.19034,21742.41745,5962.912062,Kotak Mahindra Bank,0.0,High Risk
190096.2233,19,3,Self_Employed,Tier_2,38019.24465,0.0,6947.058314,20727.01102,10833.83978,4916.505957,8130.48954,13028.36467,6606.273234,12128.04612,2531.755201,Canara Bank,0.805,Low Risk
25946.53634,57,3,Student,Tier_2,5189.307268,2547.262301,1145.927928,3115.477489,1389.768233,698.8712515,1210.611,1075.637033,963.595752,1474.681965,465.0206363,Kotak Mahindra Bank,0.0,High Risk
27553.45069,28,4,Self_Employed,Tier_1,8266.035207,0.0,1060.694939,3715.468427,2114.771721,645.1998274,876.4114126,1847.78156,1190.598319,2404.140145,745.8939841,HDFC Bank Ltd.,0.013,High Risk
66530.63996,54,2,Retired,Tier_1,19959.19199,0.0,2456.718991,8341.844675,3893.861385,3163.823101,1583.787941,3658.554308,3295.810408,6396.606749,1029.549847,IndusInd Bank Ltd.,0.144,High Risk
117182.8423,35,0,Professional,Tier_2,23436.56846,9323.446061,3769.344943,17416.62244,8430.524327,5521.545163,5373.14697,9150.641645,5855.018767,0.0,2073.733076,Federal Bank Ltd.,0.276,High Risk
8091.176409,61,4,Self_Employed,Tier_3,1213.676461,1469.720631,168.0969014,916.5527405,455.6126536,195.4950787,255.1990158,384.5907615,304.3324297,738.3607182,196.8787498,IndusInd Bank Ltd.,0.144,High Risk
